Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.0,0.22337999939918518,0.2222220003604889,0.22337999939918518,0.06645544618368149,0
1962-01-03,0.0,0.2210649996995926,0.2199070006608963,0.2199070006608963,0.06542223691940308,345600
1962-01-04,0.0,0.2210649996995926,0.2175929993391037,0.2175929993391037,0.06473381817340851,216000
1962-01-05,0.0,0.21585600078105927,0.21412000060081482,0.21412000060081482,0.06370064616203308,129600
1962-01-08,0.0,0.21238400042057037,0.21064800024032593,0.21064800024032593,0.06266770511865616,172800
1962-01-09,0.0,0.21296299993991852,0.21296299993991852,0.21296299993991852,0.06335645169019699,43200
1962-01-10,0.0,0.2175929993391037,0.21469900012016296,0.2175929993391037,0.06473381817340851,172800
1962-01-11,0.0,0.2175929993391037,0.2164350003004074,0.2164350003004074,0.06438935548067093,172800
1962-01-12,0.0,0.2175929993391037,0.21412000060081482,0.21412000060081482,0.06370064616203308,259200
1962-01-15,0.0,0.21585600078105927,0.21412000060081482,0.21412000060081482,0.06370064616203308,129600
1962-01-16,0.0,0.21585600078105927,0.21296299993991852,0.21296299993991852,0.06335645169019699,345600
1962-01-17,0.0,0.2152779996395111,0.21296299993991852,0.21412000060081482,0.06370064616203308,259200
1962-01-18,0.0,0.21296299993991852,0.21238400042057037,0.21238400042057037,0.0631842166185379,172800
1962-01-19,0.0,0.21469900012016296,0.21354199945926666,0.21469900012016296,0.06387285143136978,129600
1962-01-22,0.0,0.21296299993991852,0.21238400042057037,0.21238400042057037,0.0631842166185379,172800
1962-01-23,0.0,0.21296299993991852,0.21064800024032593,0.21064800024032593,0.06266770511865616,259200
1962-01-24,0.0,0.21064800024032593,0.20949099957942963,0.21006900072097778,0.06249542161822319,302400
1962-01-25,0.0,0.21064800024032593,0.20891200006008148,0.20949099957942963,0.06232348084449768,129600
1962-01-26,0.0,0.21064800024032593,0.20891200006008148,0.20891200006008148,0.062151242047548294,561600
1962-01-29,0.0,0.21180599927902222,0.20949099957942963,0.21180599927902222,0.06301221996545792,216000
1962-01-30,0.0,0.21469900012016296,0.21064800024032593,0.21064800024032593,0.06266770511865616,734400
1962-01-31,0.0,0.2152779996395111,0.21238400042057037,0.2152779996395111,0.06404512375593185,345600
1962-02-01,0.0,0.21701399981975555,0.21469900012016296,0.21701399981975555,0.06456156820058823,388800
1962-02-02,0.0,0.22800900042057037,0.2175929993391037,0.22743099927902222,0.06766066700220108,2160000
1962-02-05,0.0,0.24074099957942963,0.23379600048065186,0.23726899921894073,0.07058744132518768,1944000
1962-02-06,0.0,0.24826399981975555,0.23958300054073334,0.2476850003004074,0.07368619740009308,2289600
1962-02-07,0.0,0.2592589855194092,0.25,0.25,0.07437492907047272,3369600
1962-02-08,0.0,0.2534720003604889,0.24594900012016296,0.24710600078105927,0.0735139325261116,1382400
1962-02-09,0.0,0.24710600078105927,0.24189800024032593,0.2465279996395111,0.07334204763174057,777600
1962-02-12,0.0,0.24421299993991852,0.24305599927902222,0.24421299993991852,0.07265333086252213,216000
1962-02-13,0.0,0.24421299993991852,0.24131900072097778,0.24189800024032593,0.0721355676651001,734400
1962-02-14,0.0,0.24074099957942963,0.23379600048065186,0.23495399951934814,0.07006485760211945,1080000
1962-02-15,0.0,0.23495399951934814,0.23263899981975555,0.23495399951934814,0.07006485760211945,302400
1962-02-16,0.0,0.23495399951934814,0.2332179993391037,0.23379600048065186,0.06971951574087143,172800
1962-02-19,0.0,0.2320600003004074,0.2320600003004074,0.2320600003004074,0.06920181214809418,43200
1962-02-20,0.0,0.22974500060081482,0.22800900042057037,0.22800900042057037,0.06799385696649551,86400
1962-02-21,0.0,0.22916699945926666,0.2222220003604889,0.2222220003604889,0.06626806408166885,604800
1962-02-23,0.0,0.2210649996995926,0.2199070006608963,0.2199070006608963,0.06557775288820267,432000
1962-02-26,0.0,0.22453700006008148,0.2210649996995926,0.22453700006008148,0.06695841997861862,259200
1962-02-27,0.0,0.22743099927902222,0.22337999939918518,0.22743099927902222,0.06782146543264389,302400
1962-02-28,0.0,0.23032400012016296,0.22453700006008148,0.22453700006008148,0.06695841997861862,475200
1962-03-01,0.0,0.22685199975967407,0.22453700006008148,0.22511599957942963,0.06713107973337173,259200
1962-03-02,0.0,0.22395800054073334,0.22337999939918518,0.22395800054073334,0.06678570061922073,345600
1962-03-05,0.0,0.22569400072097778,0.22453700006008148,0.22453700006008148,0.06695841997861862,216000
1962-03-06,0.0,0.22743099927902222,0.22627300024032593,0.22743099927902222,0.06782146543264389,86400
1962-03-07,0.0,0.22916699945926666,0.22685199975967407,0.22800900042057037,0.06799385696649551,475200
1962-03-08,0.0,0.23032400012016296,0.22916699945926666,0.22916699945926666,0.06833911687135696,172800
1962-03-09,0.0,0.22800900042057037,0.22800900042057037,0.22800900042057037,0.06799385696649551,43200
1962-03-12,0.0,0.2309029996395111,0.22974500060081482,0.23032400012016296,0.0686841532588005,129600
1962-03-13,0.0,0.2378470003604889,0.23148100078105927,0.2378470003604889,0.07092753797769547,345600
1962-03-14,0.0,0.24421299993991852,0.24074099957942963,0.24189800024032593,0.0721355676651001,864000
1962-03-15,0.0,0.24479199945926666,0.24074099957942963,0.24363400042057037,0.07265333086252213,518400
1962-03-16,0.0,0.24305599927902222,0.2378470003604889,0.2378470003604889,0.07092753797769547,345600
1962-03-19,0.0,0.23842599987983704,0.23726899921894073,0.23726899921894073,0.07075522840023041,86400
1962-03-20,0.0,0.23842599987983704,0.23611100018024445,0.23726899921894073,0.07075522840023041,388800
