Date,Open,High,Low,Close,Adj Close,Volume
1999-05-04,76.0,77.25,70.0,70.375,52.5070915222168,22320900
1999-05-05,69.875,69.875,66.25,69.125,51.574459075927734,7565700
1999-05-06,68.0,69.375,67.0625,67.9375,50.68845748901367,2905700
1999-05-07,67.9375,74.875,66.75,74.125,55.30497360229492,4862300
1999-05-10,73.375,73.5,70.25,70.6875,52.74026107788086,2589400
1999-05-11,70.0,71.1875,69.5,70.625,52.69361114501953,1839800
1999-05-12,71.0,74.875,69.125,73.5,54.838687896728516,2659300
1999-05-13,73.25,75.25,72.5,73.1875,54.60553741455078,1142900
1999-05-14,71.25,72.25,69.0625,70.1875,52.36721420288086,2058400
1999-05-17,69.125,70.25,68.0,68.625,51.20138931274414,2075000
1999-05-18,68.25,70.4375,68.125,68.625,51.20138931274414,1407100
1999-05-19,69.375,69.8125,68.75,69.3125,51.714359283447266,727400
1999-05-20,69.5625,70.125,68.375,68.375,51.014888763427734,520800
1999-05-21,68.125,68.8125,67.5,67.5,50.362037658691406,936200
1999-05-24,67.0,67.25,65.0,65.3125,48.729949951171875,1493000
1999-05-25,64.125,65.9375,64.0,64.5,48.123722076416016,1662400
1999-05-26,65.625,66.625,63.0625,66.0625,49.289520263671875,1602900
1999-05-27,65.0,67.75,64.6875,67.75,50.54856872558594,1220500
1999-05-28,67.75,68.8125,67.0,67.9375,50.68845748901367,901900
1999-06-01,66.625,66.625,63.5625,64.1875,47.89057540893555,953900
1999-06-02,63.75,64.0625,62.0,63.25,47.19111251831055,2204300
1999-06-03,64.0,64.1875,63.125,63.625,47.470890045166016,852600
1999-06-04,64.3125,67.0,64.3125,65.375,48.776546478271484,1357400
1999-06-07,65.1875,67.75,65.1875,65.9375,49.19627380371094,891900
1999-06-08,65.375,65.6875,63.75,63.75,47.564151763916016,571700
1999-06-09,64.25,65.5,63.625,65.5,48.869842529296875,611400
1999-06-10,64.875,64.9375,63.3125,63.375,47.28436279296875,664200
1999-06-11,63.9375,64.3125,62.3125,63.25,47.19111251831055,969300
1999-06-14,63.5,64.0,60.5,61.25,45.69889450073242,821100
1999-06-15,62.875,63.375,62.25,62.75,46.818058013916016,831700
1999-06-16,63.9375,65.4375,63.9375,65.25,48.68329620361328,690300
1999-06-17,64.5,66.875,64.5,65.0,48.49679183959961,955700
1999-06-18,64.25,64.875,63.5,64.8125,48.356895446777344,613900
1999-06-21,66.6875,69.9375,66.5625,69.5,51.85425567626953,1811000
1999-06-22,70.125,70.125,67.75,68.0,50.735107421875,1165900
1999-06-23,67.0625,67.4375,64.875,65.0,48.49679183959961,1351700
1999-06-24,66.0625,66.5,64.5,65.0625,48.54340744018555,1408900
1999-06-25,65.5,66.8125,65.375,66.25,49.429420471191406,1111500
1999-06-28,66.4375,67.5,65.75,66.5625,49.662559509277344,784600
1999-06-29,66.0,68.5,66.0,67.75,50.54856872558594,629800
1999-06-30,68.5,72.25,66.125,72.25,53.906009674072266,2127600
1999-07-01,71.375,71.4375,69.75,70.8125,52.833518981933594,813600
1999-07-02,70.5625,71.1875,69.6875,70.9375,52.92679977416992,536900
1999-07-06,70.0,71.1875,69.25,70.5,52.60035705566406,747600
1999-07-07,69.5625,70.0,68.0,68.0,50.735107421875,648800
1999-07-08,68.0,68.875,67.1875,67.25,50.17551803588867,424400
1999-07-09,67.4375,68.1875,67.25,67.25,50.17551803588867,312700
1999-07-12,68.0,68.9375,67.875,68.375,51.014888763427734,547700
1999-07-13,68.25,68.6875,67.625,67.875,50.641841888427734,969600
1999-07-14,67.375,67.75,67.3125,67.625,50.45530700683594,888200
1999-07-15,68.0,68.0,67.5,67.9375,50.68845748901367,864700
1999-07-16,67.75,68.75,67.75,68.0625,50.78173065185547,476700
1999-07-19,68.25,70.75,68.25,69.4375,51.80763626098633,646100
1999-07-20,69.125,70.4375,67.875,68.125,50.8283805847168,886100
1999-07-21,68.0,68.0625,67.125,67.875,50.641841888427734,626100
1999-07-22,68.125,68.25,66.5,66.5,49.61594009399414,579500
1999-07-23,66.375,66.375,64.0,64.0625,47.797325134277344,767200
1999-07-26,64.25,64.75,63.1875,63.25,47.19111251831055,749500
1999-07-27,64.25,65.75,63.3125,65.5,48.869842529296875,592200
1999-07-28,65.25,66.375,64.0,66.0625,49.289520263671875,584800
1999-07-29,65.5,65.5,64.5,65.0,48.49679183959961,646000
1999-07-30,65.0,65.0,63.625,64.3125,47.98384094238281,629600
1999-08-02,64.25,64.5625,62.375,62.8125,46.86466979980469,566400
1999-08-03,62.8125,62.8125,60.75,60.8125,45.372459411621094,837700
1999-08-04,60.5625,61.5,60.0,60.0,44.76626968383789,1281600
1999-08-05,59.8125,60.0,57.8125,59.25,44.20667266845703,1539900
1999-08-06,58.9375,58.9375,56.0,56.25,41.96836853027344,1308500
1999-08-09,56.5,57.5,55.8125,55.8125,41.641944885253906,1347500
1999-08-10,56.25,57.1875,55.1875,57.0,42.61958312988281,1817400
1999-08-11,57.875,61.5625,57.4375,61.5,45.98428726196289,1369200
1999-08-12,61.4375,62.1875,60.5625,60.6875,45.37677001953125,832800
1999-08-13,62.4375,63.25,62.0625,63.125,47.19933319091797,557400
1999-08-16,63.0,63.0,60.875,62.875,47.01239013671875,762600
1999-08-17,63.25,64.5,62.625,63.0,47.105857849121094,936900
1999-08-18,63.0,63.0,61.0625,62.3125,46.59178924560547,819300
1999-08-19,61.625,62.5,60.8125,61.5625,46.03102493286133,624600
1999-08-20,61.8125,62.9375,61.625,62.3125,46.59178924560547,439600
1999-08-23,62.8125,63.8125,62.625,63.625,47.57316970825195,837200
1999-08-24,63.5625,65.0,62.8125,63.4375,47.432979583740234,894200
1999-08-25,63.125,64.3125,62.3125,64.0,47.85356903076172,449900
1999-08-26,64.0,64.875,62.75,62.75,46.91893005371094,378400
1999-08-27,63.0,63.0,61.5,61.5625,46.03102493286133,265300
1999-08-30,61.75,61.75,59.3125,59.3125,44.34868621826172,438100
1999-08-31,59.5,60.5,58.6875,59.8125,44.72251510620117,496600
1999-09-01,60.5625,60.6875,59.8125,60.3125,45.09638595581055,560100
1999-09-02,59.5,60.4375,58.875,59.25,44.30194091796875,727600
1999-09-03,60.75,63.125,60.75,63.125,47.19933319091797,754900
1999-09-07,63.0,64.4375,62.4375,62.5,46.731998443603516,813600
1999-09-08,62.4375,63.625,62.125,62.5625,46.77871322631836,732100
1999-09-09,62.5,62.5625,61.0,61.75,46.171207427978516,448800
1999-09-10,62.375,63.09375,61.625,63.09375,47.17594528198242,636300
1999-09-13,62.1875,62.8125,62.0,62.125,46.45159912109375,250700
1999-09-14,61.375,61.375,58.75,59.375,44.39539337158203,1160600
1999-09-15,60.125,60.125,58.0625,58.3125,43.60095977783203,970200
1999-09-16,58.5625,59.125,57.4375,57.6875,43.13364028930664,753200
1999-09-17,58.625,60.0625,58.5,60.0625,44.909454345703125,1116700
1999-09-20,60.0625,60.75,59.5,60.75,45.42351150512695,721800
1999-09-21,60.5625,61.75,58.375,59.125,44.20848083496094,2369100
